mpn,manufacturer,lifecycle,lifecycle_class,seller,authorized,quantity,unit_price,currency,price_qty,price_break_count,retrieved_at,authorized_stock,authorized_offers,broker_stock,median_price,price_ratio,seller_obsolete_share,flags
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,126,50.1738,USD,1,4,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.074,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,126,50.4602,USD,1,4,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.08,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,106,25.58,USD,1,2,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.082,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,105,17.1424,USD,1,3,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.145,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,104,27.5,USD,50,4,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.66,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,103,134.23975,USD,1,3,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,2.873,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,97,15.1125,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.1,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Weyland Electronics Group Pte. Ltd.,False,90,45.594,USD,1,1,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.294,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,73,17.37,USD,1,1,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,0.693,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,64,13.29,USD,25,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.888,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,DigiKey Marketplace,False,64,16.61,USD,18,1,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.11,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Mouser,True,55,49.95,USD,1,6,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.199,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,48,20.1362,USD,1,4,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,0.803,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,44,26.2769,USD,3,6,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.048,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,43,15.1125,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.1,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Classic Components,False,41,53.64,USD,100,3,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.288,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,39,40.1529,USD,1,2,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.964,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,39,40.3822,USD,1,3,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.97,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,20,40.6426,USD,2,6,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,1.226,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,19,67.12035,USD,1,4,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,2.024,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Vigor Components,False,10,41.81,USD,1,1,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.004,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Vigor Components,False,10,47.82,USD,1,1,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.023,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,8,32.84,USD,25,5,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,0.99,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Cytech Systems,False,7,47.028,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.333,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,5,41.816,USD,2,6,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.187,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,LCSC,False,5,60.8315,USD,1,2,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.727,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Quest,False,5,45.5,USD,1,1,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.815,,
DSP56F826BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,3,13.17,USD,1,1,2026-08-31T20:44:35+00:00,3,2,115695,27.391,0.481,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,LCSC,False,3,35.7223,USD,1,2,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.51,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,18.211,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.326,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,19.857,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.326,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,37.674,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.068,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,41.431,USD,1,5,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.176,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,44.501,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.069,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Quest,False,1,30.2064,USD,1,1,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.725,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,50.379,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.078,,
DSP56F826BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,36.946,USD,1,5,2026-08-31T20:44:35+00:00,3,2,115695,27.391,1.349,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,1,45.572,USD,1,5,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,1.374,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,1,34.5,USD,25,5,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.376,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,13.85,USD,1250,8,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.008,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,13.57,USD,1250,8,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.906,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,30.65,USD,300,8,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,0.87,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,40.0,USD,630,8,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.856,,
DSP56F826BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,29.76,USD,450,8,2026-08-31T20:44:35+00:00,3,2,115695,27.391,1.086,,
DSP56F826BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,LCSC,False,0,24.2597,USD,1,2,2026-08-31T20:44:35+00:00,3,2,115695,27.391,0.886,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,25.65,USD,360,8,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.085,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,37.18,USD,300,8,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,1.121,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,TME,False,0,37.91,USD,60,1,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,1.143,,
MC68331CAG16,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,TME,False,0,37.91,USD,60,1,2026-08-31T20:44:37+00:00,8,2,187098,33.1641,1.143,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,0,35.29,USD,300,8,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.408,,
